ReviewAuditID,AuditID,UserID,RiderID,RestaurantID,ReviewID
1472,4de332ed-f293-4c3e-b317-11545cab9ec0,20264,396,2150,8724
1473,bfcd8357-3eac-4166-9805-c111d84e2f2a,10887,855,3778,9963
1474,4c618369-0742-44a2-8004-8ec7de5b8132,26299,92,687,9501
1475,09d9d028-f6a1-4e89-a84c-3fa2e2c0bfac,32827,144,2437,1562
1476,b1189718-0937-4bb9-8475-3cb2e436825e,585,614,1388,1860
1477,5090f74e-1520-45e4-86f9-a04007a0a13c,13107,836,7116,4790
1478,6a0be3db-e73d-40fd-94d0-f97244d0cc89,35091,503,4170,7939
1479,e57ed412-0489-4001-a021-66b7c338fe9b,28127,502,435,338
1480,722d0a45-2f2e-489f-a93b-f46c556dea58,44120,309,4807,3280
1481,3bce4d79-06df-427d-a0da-2afbb44eff0d,45335,869,2772,6122
1482,30361768-0a67-4fc7-8e01-a37c88313b5e,44903,922,2640,955
1483,ccb3f7ff-4e26-4e6d-bb0a-baf99cd1af74,49034,453,5667,5372
1484,79de49cf-bbf1-45e7-9caf-1fb5dfdb358b,4471,109,4005,8869
1485,69fa2c5b-7ccb-46e2-9204-fc218a918e44,38794,882,6507,1469
1486,3ad99863-59de-44ac-9e0b-2eb06776f472,13410,121,9148,7026
1487,4ede33fc-4618-4571-83cf-ef0b33f8db72,273,855,7366,5588
1488,e02ca91f-07fb-4ec0-9d16-388fd619ee89,36293,433,3321,9602
1489,3d3443a5-b2d6-492e-a20b-5dde54ca0eaa,138,6,2951,6452
1490,cf2f0673-4af7-4fa4-b3f7-cab823f8d886,27239,829,5926,2828
1491,88f4e1f2-db33-499f-a44b-b48afa9185e3,9662,444,1042,7293
1492,0732ff00-3267-4be1-ad11-0564cf1e25ea,27985,760,9647,2602
1493,e6718567-8b9f-4aef-a842-c51e2aa1b097,20015,437,4698,5181
1494,38638bc1-367d-4877-bf84-fafe9a2be824,24040,351,4923,7188
1495,6ff721be-8fbd-42fd-b745-c0509eefee99,31912,646,9668,9321
1496,153345ca-7b5e-4866-8aeb-f8ccb40a3e58,26839,168,9520,9332
1497,e858c75d-02c5-4182-a9a6-72ee16079b05,9781,680,5724,7031
1498,e02fbaca-3ada-454a-ba95-9c304e9beaec,18373,625,6452,620
1499,a33d6497-466a-40b1-ac50-c33550163cf1,42194,796,4362,9435
1500,4ed50952-7109-4883-a7ab-04e7f6131782,5361,887,5595,6292
1501,cb37e9e2-699f-4760-89f9-1735d3b07e42,45409,74,1386,7050
1502,b7a17098-c277-4b05-92ac-a293a6e56bfc,13788,590,4271,8533
1503,8067c26f-0559-44cc-8d6f-a8b8d651b609,46184,397,2032,6690
1504,cbfc6714-f9ef-437d-8dfc-9b180379dcb5,38483,288,7998,8389
1505,750e391f-90cf-4fea-af79-149bc221c307,20319,53,8166,2486
1506,8817e8c9-ad5e-4460-bb8a-4bc95dca1fbb,44312,978,7809,9518
1507,7e3413e7-2d38-4f5f-b9ce-2844e11091c6,29465,565,2025,7641
1508,480adede-c99c-44c4-a274-b5478a0eddb4,30779,518,5995,2406
1509,9536f25f-bef7-4304-b935-7be3b520b895,6743,714,6575,4707
1510,8ed36f20-69c9-4078-8fb9-78f64f7f6811,14067,444,3576,8752
1511,b2fd5975-5806-4303-9c14-b4cdfb4d6aae,15661,214,4292,6047
1512,2a529639-a1d1-4362-979a-a655df03e49d,30388,820,7350,8172
1513,6688b45c-20b5-43e4-bead-d23afaeb4f75,26974,672,6804,4707
1514,def63050-6ebe-4cbb-a906-ae49f502785e,40249,952,3192,5013
1515,28586a46-3f72-4a7b-ad3a-7660aeed512f,43290,830,875,9654
1516,ccec5b17-29f7-47d7-bf8e-c86a236c04d3,47948,885,4265,2454
1517,469c3557-eee3-4acb-8738-3ab29568b119,33420,867,8969,8753
1518,f4700b42-6727-4004-99db-1b602ce3a98b,40378,522,3335,3967
1519,2079edf1-140a-4183-b83a-8088e7f5778a,21962,287,185,7037
1520,80e5ca5a-bd2e-4b19-aa0c-a69582d007f0,19911,885,3467,2425
1521,76ed1e9d-b6e4-4be1-be8b-eb2dba6299d0,49679,129,8004,3012
1522,541c7929-1809-4afd-9952-c985ba83a112,15424,543,9007,8876
1523,c6aad336-27d8-4945-8faa-bf72057bc5ea,4361,623,3731,8846
1524,65016819-409b-476b-9e2a-3130ce1549d7,47060,272,1243,1522
1525,0fcfd7d2-8d4e-424d-becd-d3414a8709ee,23959,651,5762,2799
1526,d81ea963-44e6-4f93-9f05-168bc92ff218,30476,946,5296,3682
1527,855860b1-5d26-4e11-bd96-b2faddebb2e8,47296,825,838,6867
1528,cbda8255-0d1f-413c-b2a5-aa4c42f3a5ce,16543,510,872,5977
1529,80e89408-9d67-4305-aa3d-e62499490c25,26381,437,7722,3649
1530,a6f0a618-cd10-458d-a56b-35cf388387a2,16873,732,4131,3842
1531,46a38e37-26c6-41c1-bebd-4e09fc88b511,46891,540,5675,8143
1532,87c44d0b-3284-4837-b28c-c4dd967aad7b,7241,2,4956,9161
1533,1b9a5912-3932-4e8c-b3b3-0b4ce664425e,31143,573,521,6568
1534,362c4ee9-29a1-4d0f-851c-07148566a225,38668,347,6381,7775
1535,17702f36-b6eb-43a6-b514-9ec8030c8e78,40346,173,6136,2936
1536,de4a1e84-b006-4642-8bec-7603ae830c2e,4708,94,3465,522
1537,05bc6c01-0a49-4b44-8aa0-e0084d797d67,41602,843,3236,1292
1538,51a76574-baef-4863-aac9-2faa98bdeead,36890,751,1566,7983
1539,d3f473f2-527c-40d9-acca-1abee493f033,45421,626,3912,5146
1540,2100c5dd-dc4d-4b01-82bc-b2065bb7f0df,31048,179,310,4235
1541,63938ca1-758a-4ba5-b054-b626dc2ad4c9,32574,718,4877,968
1542,d105fd72-e2b7-4708-acd8-1d76b550a67d,18495,462,7306,5101
1543,c412c232-4432-4646-9dbc-a04980ff7562,39150,934,4316,7351
1544,4f655246-1f28-4a8b-90a0-0cbd8afb18bf,39229,374,6063,7566
1545,d2a03956-806b-48fd-82d1-21cd21813bb4,41889,304,2142,7832
1546,76dc2418-5484-4b72-ba99-bfaca52041ac,31333,519,1096,7435
1547,ec5c3ace-8ca2-417a-85f7-7d6ec1a019a9,29556,224,8198,9654
1548,00d6aaaa-47c9-429e-a74a-ff2cd30667d1,4896,901,503,3089
1549,af398779-dea7-47e2-8b4a-d3fe8ae8a637,44644,155,30,1344
1550,ca5f4d87-fac6-4d3e-8a72-f546923db9dd,34002,617,4079,5205
1551,01c1fd4d-af93-42a9-a91a-e6324cdf8023,13351,283,4428,7062
1552,5afe7ebd-ab3d-474c-841b-66a70e32d47a,30702,891,1119,7275
1553,1a258f1d-b70b-4fef-af1b-c3a43e3e940c,15552,164,5320,829
1554,c4869fef-0b87-4651-b5bc-59659dc7f2df,48177,202,6534,9932
1555,6e2c952a-8533-4b07-87c8-1076d50836fd,42236,879,5279,1519
1556,1431b4cb-4d2e-4717-a79f-0332d105ea4b,23222,417,3989,6308
1557,eced72ac-c630-4758-9196-6a6c348a431a,45088,579,1064,5454
1558,bea917ef-e0e1-4fde-be10-6153a6f70b96,39487,56,9891,8905
1559,33cc63b0-559f-4d92-a788-c093cafec2f3,37954,296,8423,134
1560,95f61895-781f-458a-a667-d6c967bc6434,34952,426,4417,426
1561,35b9ad5a-3c90-45a3-883b-9b34aa69c563,6958,783,9736,6470
1562,31ac30ba-dd96-4fa6-abb9-1e09b2bfaece,34662,803,2076,1073
1563,a0de1d5a-cdb0-445d-9ee5-7f4eb6fe4aff,25005,699,3723,2216
1564,1e3edfbc-c0e8-4861-b4b7-444b1ed5e08b,38368,815,5987,1626
1565,3ee833b2-488f-4ddb-9283-ba97c30a7fc8,45499,794,7216,3905
1566,77d9012a-da00-49ef-8eac-e065e5005303,31516,88,277,3573
1567,6b40a8e4-1668-422e-bf74-a4607e409506,22925,865,9402,9717
1568,da3d7c21-0a3e-449f-a421-a9bc765357ad,3448,158,9707,7557
1569,c102b04b-036e-46d2-b304-75623e5dced7,16987,987,1933,1812
1570,5e787e70-0272-44c9-bf6d-0a68230aab44,2692,467,2651,8314
1571,f1fc6142-a809-4c04-a524-9dd70fbd6266,24053,578,2701,1496
1572,6ab8eb51-d8c6-4a8b-a78f-5ac604b4dae7,20546,704,3751,4881
1573,c3b4c838-1654-4b33-a790-355bd39f67b8,24853,461,7996,2100
1574,2e95ad08-13b2-464d-a024-5fb49f7d5d03,292,486,5907,2364
1575,58072bc7-c954-4a04-a9a3-c474e8813590,5677,613,7429,2579
1576,2039e36e-48ec-4f4e-abd3-70c9e61a9499,33110,604,7954,7795
1577,0671be33-29c2-460e-9136-1f656f581e0e,26423,491,6512,4736
1578,dab059c1-a4f7-4c3e-97a4-21f9db442f49,28130,942,3708,6386
1579,ae35b623-affb-4ac9-bbb1-407be008d207,353,314,511,3202
1580,b438be85-1da0-45ed-92dc-f1b9360aa71b,7922,527,5062,8319
1581,14a73afa-db47-44c3-aa7e-f19e1f3ca5ac,42612,476,5735,5540
1582,18e5c6e8-fc84-45c6-ac81-c2333af9a5bd,28119,703,4087,7971
1583,d049e7db-44e0-4e5f-821a-be036fc75fac,30649,444,9834,6916
1584,15c30b32-395c-46a4-a9a9-c2a0b57cd793,26423,536,8466,3777
1585,2963730e-0ecc-41a4-ac37-0a5bb9a7a8fa,25997,375,6216,7130
1586,210c68e4-2e59-4909-acc8-22de67ebe6bf,17961,835,5412,1084
1587,9eb76c11-5a20-4c71-916c-8b0b22e312a6,49313,932,2531,8103
1588,7eb35d15-9daf-4fd0-8ba0-f030f596bfcc,27371,950,8333,9366
1589,da722d30-2598-4c42-b583-f241c83c5e7f,41363,374,4471,8591
1590,c727c49d-3ecf-4d4b-876a-24e8e13bf2bd,11,505,4664,230
1591,58591919-abc8-453e-a939-4a73e981a6c3,29647,323,7160,6784
1592,c35dc534-b290-435b-9e31-a40eda63a02a,18076,643,6142,9335
1593,eaaf8b25-7104-4a02-a0d4-f24015530d43,913,826,6993,1082
1594,8db061bf-742a-4e48-b9d5-fb4853fff83d,44762,543,9896,5370
1595,7956dcd1-0ddb-4c44-98c9-57f4b6687098,30438,50,374,1593
1596,ad2f7467-5947-412c-902b-d7fc4088a47f,28941,227,4761,8498
1597,9c03c24e-5069-4774-8014-cd6023996d15,48930,522,8098,6454
1598,341fc5bb-864b-4a98-9cd8-f450ff5b42c2,754,252,8915,1681
1599,8e7bdfe4-15a7-4058-905f-d1bc85c41b2f,31690,660,6021,9245
1600,3f2b231f-7f9f-4a68-abee-9bc144252dcf,39382,867,6086,6267
1601,8f30c29b-bb1e-4230-94f8-d91944f5c22e,16810,220,3420,1999
1602,5e1e3929-605d-4f6f-b5cd-e9fe7a4921ef,3955,616,3312,8653
1603,38d4e6f7-b1e4-4fd8-a281-8f2fb6f73cb2,25640,974,3221,7394
1604,9b91d6b5-5cdd-42b7-b0ff-bac2c906e698,41170,245,2434,8833
1605,da71a6ea-9240-48c4-af34-d7782cff7068,48007,631,3769,4750
1606,7c360d84-21f5-4d87-ab2e-eae2100770e2,40061,92,4023,9715
1607,fbce5338-8b97-4edb-85d2-fd5fea51fba1,15170,731,3194,9108
1608,d170cda9-2b8b-4374-8d48-4f6e5919971e,12709,478,192,7052
1609,b40dcabf-21b1-42ac-86e0-5d6995ef46c8,40799,151,4747,9630
1610,8fd9eae8-a633-4d5f-ba96-5bf8623e22dc,42399,420,9274,3661
1611,9d4003ad-7914-4eb3-bb42-fadde389f339,45369,110,199,6200
1612,7de0d910-fe29-48a7-9415-609c3ba48087,9877,454,7094,9795
1613,e465765f-f2c7-4d34-ad58-09820f91f889,32796,996,3962,1979
1614,0d0e6d4b-74c0-4f95-9c62-4f8cb18f8e22,47946,658,862,4529
1615,434cabdc-ccc9-49e2-9f95-c1de55b922cf,28701,446,1743,4114
1616,dc29d22c-5ffa-494f-a929-8809bce14033,37591,633,5831,6006
1617,3495ba05-7bd0-4866-a31e-363b82d657d7,2398,569,7353,805
1618,704c1bc8-0173-4d53-b20d-ec7e61858960,22303,56,1824,2455
1619,8efc2172-733e-4b75-8436-273ce0802983,47791,377,1684,6679
1620,4363777b-10ad-44ea-8578-0dfd572a4974,34415,180,681,1443
1621,ecaa0cd7-2289-4b02-be79-8354df4320a6,24751,470,4561,8634
1622,13bc7da0-7765-485c-892a-6517ae7c8c4c,17405,105,5262,6533
1623,90268743-02cf-4bb7-b29e-e05ec9eff2a3,44184,294,6648,1182
1624,c4044e81-e122-4167-85da-f4a18428495c,5777,11,7257,2052
1625,4f27ab63-0f37-4f2a-a073-d64330d14ad3,12087,70,7684,8241
1626,d1f90379-9a23-4978-a2de-d6085bd37361,38321,525,249,2396
1627,dd3aeab2-2649-4b36-b9ee-4fa8a98d51bf,38685,932,59,5152
1628,639276bb-073f-4c31-b223-830a7a9695fa,9623,192,6627,2493
1629,b6238c85-47d2-4a10-b234-435858b9c283,33818,318,8551,6494
1630,a3af81f0-bfb8-4343-819e-2db195c9472e,606,410,3873,2518
1631,7e6c3942-5b93-49af-ae75-eda563b1dc80,12441,363,9363,1469
1632,09401f6c-1c73-47bc-a148-19f9c2fa19b5,44091,734,2475,1028
1633,3b27288f-3b01-4c95-a7da-389ca1f2d73e,34393,190,8803,5396
1634,63ff530d-05d2-4637-9ab5-178358256282,32302,207,9049,6706
1635,d84b961f-f13b-418c-a064-0002fd547493,38280,45,4629,4139
1636,9447364e-b5cd-4f73-89d1-c7e9ca495edd,16898,939,4527,5847
1637,c8fd9d3c-db3f-4401-a227-b369d5870d00,2103,813,5170,746
1638,29bb754d-602f-432a-b9a3-ef55e4f4e20b,21558,864,7692,3324
1639,dbb7cece-7060-4a60-a30c-a5d64e6f691c,2645,911,4184,2889
1640,a3263c75-dc0a-4317-89c9-49119bb201a6,43301,207,1937,3955
1641,b1cf95f7-bfa7-43f9-8800-8f524ea1b732,26587,37,3550,1626
1642,8f16d646-409d-4212-9870-b4eff663319e,49130,536,5693,6920
1643,3d849938-54bb-456c-9518-c062603e6f56,46370,767,3684,1441
1644,83d21ed8-498c-4455-bb22-de2ec615f9b0,37279,604,3949,3989
1645,ea63f79d-eb03-460d-94b7-5ed2873814b8,38824,940,3690,6508
1646,bf084952-ffce-47ca-83e2-1a5987d924b5,34265,516,4144,9789
1647,7608763e-c59b-415c-ac98-6ab763466a66,30078,523,5650,984
1648,8544473c-1d43-4639-a0d8-7d0f64240b6d,35983,619,1410,9666
1649,588dd0e3-b62b-4ad4-864a-3f2008e3bfbd,9502,92,2379,6638
1650,3c724fcf-2785-4b8a-941a-a1b171e42c0a,34631,735,8512,5376
1651,03a100c7-520e-4ef8-94b8-aa65b46d56a6,43818,373,4880,1268
1652,19185c59-89b1-4462-917f-b13c324b85ef,46847,973,2700,6774
1653,ceb12f33-87fe-45ff-bd61-c47c749c061b,32095,987,9352,3450
1654,c3ef6495-339c-4889-8d14-6d9c2a5313fb,18522,426,3823,9537
1655,c99149f0-c200-4f59-829e-1bf85d45452e,10018,423,4617,8076
1656,2f963bf4-e17a-4097-a11b-d757cb1128a9,11623,22,445,7437
1657,1e8644d0-ef53-4356-a5a3-9ba438424d4f,45192,950,426,2542
1658,88fb4c84-1169-42fc-832c-68b9178a86d9,40696,840,2411,9066
1659,43b6025e-e14f-4f0f-9d95-0e509bb04f50,3578,368,8113,1750
1660,834f4c0d-99c5-49cf-bfd0-9b56c89b2513,4618,548,1649,6540
1661,ccb05c5f-2593-4e1b-b734-91e102c795e7,43444,534,6728,9421
1662,5ddd57d5-d7f9-41ee-9897-356339a65dc0,30126,385,9029,1576
1663,d3b9e780-f6f1-44c9-93f2-ba07c614e777,33372,677,4180,2630
1664,7e848157-1344-4a74-b439-92a169213147,34326,589,4654,7746
1665,b92454d4-ae17-4d79-a74e-42594f2c69e9,36497,115,9053,6868
1666,939d89ca-5a5c-4728-910f-6306c9b57279,10028,15,722,8860
1667,cb3ab0b2-a2c7-4bca-b9e0-d0aa5e1b9676,24113,811,9140,2038
1668,09bfb06f-c8e2-41d3-969b-255b864bf886,31156,336,2782,9541
1669,c2cdacd1-fcf3-422b-b5f6-1abd53ca3eaa,21755,329,7019,5682
1670,0241efd2-5f20-4771-a43d-7e001f734f0c,15288,316,6198,9441
1671,53052564-a3a1-4781-a517-8dba82bbea64,34418,239,7303,9282
1672,2e251e63-ac29-4d13-8f57-5a19ccc2ce8f,37778,32,4433,8004
1673,a2f4570f-52c4-4aa6-9057-16dd5a25393d,34619,907,298,2703
1674,20afd698-e57f-4599-855f-9f2a183cd3f8,37712,549,3002,5819
1675,ab7eac97-afb6-4248-81ee-3f74dfc3b9ce,29147,509,9099,5853
1676,4724939a-7673-47e9-b85d-bf046bc8ba01,41104,614,7948,5824
1677,73dca0d8-f7cb-470b-bf7c-3d7b9de4e85d,35421,711,1688,9543
1678,3e4c671a-2160-457b-9a65-abcfef4ebcb1,32950,517,3222,1935
1679,c4248d31-03fb-48b6-806a-4c4f14613809,25390,901,5477,5451
1680,4ab8869f-2d3d-41a0-a5b4-bdc6dae808d7,48166,708,1872,34
1681,773d5a88-004b-4dc2-bdcf-b61a3c65dd7e,23356,907,9184,8698
1682,15f2c6a0-331c-4796-8e19-7dfd27b13796,41378,897,7074,8697
1683,c487198d-95bb-4e13-a789-bbf7ff450f28,30120,462,8206,2983
1684,1ffaf113-0c80-4b04-8095-ca35ffbda40e,10763,384,1881,5695
1685,f1224ca4-411d-4dc8-b3ae-6b72d8f08262,40984,436,8379,1136
1686,e8f331b9-bcdf-45a1-a64a-89526b2eee14,33312,708,7572,1783
1687,e107a11f-4aa6-44f4-a06d-4c8e89360381,24337,572,4634,367
1688,c7bb74c6-d27f-4df2-b52b-5883b4d36ffa,49253,374,5444,628
1689,657b2feb-292a-458c-b6dd-383ef4be321d,15400,191,558,4340
1690,f47ad741-9969-492d-b91f-db285a9fc56d,24394,919,2525,4694
1691,69737694-54a2-4666-8020-bd45fa362725,14655,380,3823,8978
1692,9c6c0541-0ea1-42ae-adea-83597dbe0108,10752,348,7024,6091
1693,9b9bda46-5d55-4e74-af21-8dea121e5503,8367,55,1768,3572
1694,a55a732b-6634-4e09-98c4-1b93d6d09591,26275,585,4039,4137
1695,be48aa8c-e408-4466-bcf7-f2f682779866,5630,197,7754,4819
1696,137702b6-17b7-4b09-8200-94713852d215,41628,928,2772,7900
1697,98a47a2e-26c9-4325-ac1e-fdb19f0ad031,30926,646,5463,8066
1698,5891c5cc-ad2b-4a97-96d8-127d1afb4d85,34057,185,7649,6568
1699,c24e2fc3-93e2-4560-8f4c-22c37fcfa713,17057,660,1973,8058
1700,9c77d68b-d6d4-43aa-b635-232ff8f01f5b,32327,288,1556,208
1701,168b3da6-16f5-40ee-8e52-c011c75e1dcd,39114,233,6516,38
1702,2cbc9f85-be66-478b-8d3f-346b0e93f85e,39915,324,6245,7510
1703,3f5910e9-1f95-4090-b17b-69cef34879f3,6524,293,52,9222
1704,58ce9218-79a4-455a-bfd1-7a31c8f02d52,35874,11,3445,2367
1705,950cd7a6-f708-457d-9667-795cb8539ff2,26284,826,2615,2891
1706,dab95f1e-973c-4887-8d06-e151f2bf1d70,43956,425,5655,4744
1707,2326b046-ec2a-4d4e-96ff-6a3203b71229,14415,476,212,9470
1708,a70978f7-6404-4daf-816d-1168980d5ad8,22805,924,7166,1642
1709,8ab6bac6-661d-4252-b922-e5598f9fa77c,38291,173,5425,9485
1710,b7b2789c-3921-4430-b92e-a15a15efdcda,9170,384,6314,5325
1711,1c2a6fb9-5e6c-49ac-afcf-92786ec10cab,9180,956,2446,2692
1712,3955ea6d-75c8-4fc5-aa1a-aa71dd694166,19520,223,9126,7155
1713,31e9f6f0-a997-4b7f-bcf8-ccd49652c5c1,19357,360,7950,4616
1714,0cdb3c62-44c1-4f23-bf72-352da943677e,48915,188,2779,2158
1715,718fcabb-4dc0-4fe2-9dbe-f5baafce4b79,9996,832,1966,8316
1716,ebb18665-9668-4494-9e74-190e66109b19,10826,306,7298,3270
1717,ecb78242-53b6-4529-ae51-fde04bb4cb1b,36000,473,5112,9620
1718,3fd6eab5-f8df-4e25-bd1d-59d0788131bf,9542,424,4566,9520
1719,9b949b41-bb2b-4d9e-b992-a8e5eb928019,9661,285,728,2963
1720,40e98979-8840-41a7-be64-6b48e7edb77a,10304,457,1596,1205
1721,68ee65f8-3df2-4f8e-82bd-ddf65c876255,20070,759,476,4914
1722,4f5de641-f668-4920-b154-94de5aceb017,11918,571,1028,1877
1723,9f23fa2d-428f-4cdd-af65-94bc6bb26537,25418,657,7491,4932
1724,88ca9ecf-a347-467a-b84c-2260a372f61d,46728,843,106,576
1725,4209dfd0-1659-421a-83dd-70589df486d8,21550,33,4841,6218
1726,b69d95f3-2305-4c9d-a177-ba20bfb3337c,13068,78,5016,8658
1727,eba3ed47-e527-409c-915d-366d7a6dfb12,1718,644,3777,1189
1728,a557ddcc-470c-4559-b483-3dddf3c69d95,26855,878,2377,700
1729,b8235c9b-f57f-44d6-8bdf-3f7412679383,28320,249,4549,1646
1730,994a187d-2bb7-4f49-918d-736440786c48,26813,994,5195,648
1731,84319c7d-fa5f-4f47-ad7c-d2b813aea5d1,35111,567,5917,8373
1732,7158ca49-74c7-4380-9f78-a0c80a1f709f,36427,134,8592,3584
1733,abef585a-e857-4e51-a64d-18596bd32b3a,23902,444,6304,8142
1734,0461d238-a88f-48fa-9460-ada0d9aa2ac6,23053,260,903,8896
1735,ad759209-9c05-48df-9c78-7766be55c501,31736,50,2200,6215
1736,ae99a973-ab70-4fe1-8712-f18e5be2b4e3,480,513,9731,6619
1737,60fcaa50-8e92-49f5-a1cd-d25cc4b6450f,29100,173,1696,3416
1738,1edfaea3-9ecc-4195-94d5-291f1ce12e18,10913,752,6157,4684
1739,ce6f9a4d-be59-40a7-80b8-c0450200ddb0,9112,850,7697,9011
1740,b4a27140-d3ac-4be6-8553-fa90d71f6b37,37587,872,6368,1221
1741,7031f3f9-6a94-4563-94b3-71c33d4b1069,4448,512,6085,770
1742,aa9856f6-28d5-434a-a3eb-ccb33f66d0ff,47294,99,3174,1953
1743,61757085-420f-43d8-a966-84ba78daa55e,11986,363,994,941
1744,b84493ae-9fe2-43ba-b330-df45b426d9b9,49333,507,2418,7503
1745,f16a1f98-b0a6-489e-a8b2-88d35a48d48b,37221,620,8097,7935
1746,058ac170-7755-44ca-b8d9-bc8c5f3ba117,29397,267,9271,4632
1747,55dbeb07-509a-4d77-9429-c9d284119c7c,22002,541,9023,1239
1748,9e5f4d72-8112-4bf4-9702-19f867f7c8b8,20630,585,5422,9705
1749,13b446c1-af75-4589-99fc-31d127380cde,45945,755,7002,2681
1750,acb6e509-933f-4dc6-9d90-ef6411e60585,4548,19,8268,4403
1751,5b911438-8870-4823-9117-70d8e4c9fdf3,45752,955,7299,8187
1752,4fe221c0-e5d3-4fb5-be36-c417aeb89757,28224,713,443,7687
1753,cf303fb5-a887-4f6d-b67d-4605da21858b,34157,956,9977,9493
1754,cd5e70c3-c124-4510-9b2e-e95972941f69,43689,167,9845,9962
1755,4bae05e8-db52-4781-aceb-3176f8b056bb,30889,486,2198,9392
1756,bbee82d5-72e3-458b-98c4-2caefec8d7f6,1818,469,7582,8821
1757,b0f23791-531d-4573-af23-732581b58c55,45320,480,1670,5727
1758,a3313a71-2077-4ece-ba78-2138d23ad944,48162,943,161,7347
1759,db570dd8-9a03-4382-a93b-3685a5369c6e,30111,693,2105,1836
1760,06df03fb-5c2a-4114-9ccb-2a8757166322,17891,989,2793,7325
1761,b1a03f3f-d10c-409a-b9b3-7e7532cbd724,41270,56,3681,6798
1762,a7ba85eb-39b7-458c-919e-aaa503cfc92b,33414,735,788,7596
1763,021786ed-14a4-4abc-a987-39ff759a5cea,13754,230,1933,5187
1764,d391606f-b889-4717-9e20-9887da4c5200,39353,830,3478,3116
1765,bc5e8265-699d-40c5-bfde-f639d3232fd3,49428,49,150,2064
1766,32eab17f-a925-432d-afc0-168c6e7b4a28,40730,895,7386,9861
1767,42e78c5c-46a0-4eaf-a469-c3d0e72eed9c,31792,738,5883,9514
1768,ae8ad968-537d-4211-a2e6-d91161f95f79,34108,302,3756,9297
1769,b7b2f990-6334-4ad6-8585-cf1df08bb8bf,9707,171,9812,697
1770,3db791d3-d66b-4d5d-ad49-2f1375f12295,29983,77,6454,8867
1771,e7635b5e-aa91-4cfe-8d1c-99751a4b16f7,15530,736,8203,6973
1772,7c342be8-63e2-4533-b9ab-b9e031cdfa0e,30861,200,3481,4943
1773,e6d19dcb-1cd3-482d-bfcc-d134524c387e,29433,710,6412,9920
1774,3ca160a6-866a-4a91-8f5b-b81cf14a0718,13122,830,8930,7668
1775,84e0981a-8c1e-4328-9d1b-4d40aa059e07,40208,634,154,938
1776,481e9ff4-fe42-4c6c-a47d-da6b324c8483,3360,1,5245,8818
1777,9462820c-c311-4f39-899b-f548bf957098,11475,10,6215,5924
1778,a6bd5b67-1473-47b8-91de-d24e45324fb2,32079,394,6589,3655
1779,42669ba0-e3ae-4c58-9fb4-afd57b1a2138,25798,83,6230,833
1780,1ff4b6c6-170b-47e7-96cd-5c9aa9ca6f75,27767,348,1017,3428
1781,703f9f69-f68b-458a-9090-3075340d26d6,37496,64,7765,538
1782,085ad668-16a4-40b8-b4ee-e94f0f6d01eb,25842,506,5707,2436
1783,e8d9efd0-708f-4789-b038-f000beeb1ca7,14379,970,8644,8257
1784,988b6450-c8a5-4769-8f57-997fb99ebb1c,958,722,3252,1179
1785,2301eebd-a968-4a4c-a3f9-cddf35399a50,1169,910,5335,6176
1786,aa99adc6-8402-43de-8017-43d37bef6013,42607,40,2627,1219
1787,b2962c93-5ccf-4b79-ae8c-2962b0146157,6657,29,5592,2870
1788,391c537e-b696-434a-aaee-e33bec2767b2,15655,858,8378,7007
1789,cdb9b825-290a-4efe-8df5-ccefa7ca0398,9847,409,8944,1661
1790,a1f4b5fb-5e69-490b-9c6e-483ea95ed28a,46734,6,2916,8743
1791,a3a590d3-73fd-4e99-a1c8-64ca29936758,25193,898,7401,5890
1792,f1b33a07-db8b-43d9-b544-fec6151237fb,3287,876,680,4377
1793,10bb5017-8a02-425d-b4b1-85bf84934c9e,26366,791,8176,8191
1794,e32dad68-4fe3-46c6-8a07-4500762ebf33,32022,681,1126,2195
1795,ae11b591-2be6-473c-8f67-978aa16c27bb,11223,581,9550,4401
1796,518c6917-73d6-4734-ac7e-3e2d5381ecb3,18376,138,7075,6166
1797,13b19c54-3e41-4b73-ba66-ced5d0aa388e,24763,48,3338,3179
1798,876a6459-9c62-42ec-a940-54858658dd89,38156,645,3297,2143
1799,0bff70cd-c2f9-46cb-9c50-deca9156fb8e,14510,698,1493,9409
1800,53f7a776-3c17-41cb-b19c-e1a786a10bf1,38448,332,2518,800
1801,27fc3987-5649-4aa6-9e47-49bce003deff,45859,271,765,8318
1802,4bfa45f5-5855-47d6-ac48-1ab0cee19c57,14010,205,4121,9951
1803,3b02a38a-10a1-4ce4-9454-289728a9d418,17633,121,1321,826
1804,8c056dc6-1578-4159-b1bb-3dcb0749a3d6,32973,768,6120,2268
1805,0c9e22ce-c386-4c2d-bdc2-eaef4146f2f9,32070,833,5269,7504
1806,b2e7dddb-29ee-49b7-9240-7e78ab345af8,44519,102,6202,493
1807,bdcc8705-10a8-4690-bfe6-c70d7dbef00a,38348,724,9679,950
1808,8b6e0bf5-855a-4b45-8fc9-f34a6e50dd78,1393,902,5534,8407
1809,8d4cb06e-064a-4d6c-8b1b-134ea9b54565,25817,617,1017,19
1810,d67ba2ad-5a89-4c25-b700-ab3b6b56bf2a,3016,837,4574,1341
1811,d12be8ab-04b1-4a72-acbd-48939bbea912,46259,703,4290,8368
1812,cd248f62-ef66-45db-b955-1b2447c8a076,34523,952,8168,716
